Time,CO2_0,CO2_3,Tcase_3,AirTemp_3,RH_3,Patm_3,WindDirec_3,WindSpeed,Rain
2008-01-24 10:00:00,0.021919,0.234664,13.551762,NULL,NULL,NULL,19.622156,0,0
2008-01-24 11:00:00,0.023424,0.257243,14.246048,NULL,NULL,NULL,19.616678,0,0
2008-01-24 12:00:00,0.023424,0.204559,14.604635,NULL,NULL,NULL,19.616678,0,0
2008-01-24 13:00:00,0.023926,0.229145,14.970851,NULL,NULL,NULL,19.605722,0,0
2008-01-24 14:00:00,0.021417,0.227138,15.588842,NULL,NULL,NULL,19.6112,0,0
2008-01-24 15:00:00,0.022421,0.199039,15.970317,NULL,NULL,NULL,19.6112,0,0
2008-01-24 16:00:00,0.021919,0.19352,15.695655,NULL,NULL,NULL,19.616678,0,0
2008-01-24 17:00:00,0.024428,0.204057,15.428622,NULL,NULL,NULL,19.622156,0,0
2008-01-24 18:00:00,0.023424,0.204057,15.192107,NULL,NULL,NULL,19.616678,0,0
2008-01-24 19:00:00,0.022421,0.219611,14.909815,NULL,NULL,NULL,19.6112,0,0
2008-01-24 20:00:00,0.022421,0.202552,14.757225,NULL,NULL,NULL,19.627634,0,0
2008-01-24 21:00:00,0.030449,0.197534,14.650412,NULL,NULL,NULL,19.622156,0,0
2008-01-24 22:00:00,0.021417,0.205562,14.581746,NULL,NULL,NULL,19.627634,0,0
2008-01-24 23:00:00,0.033961,0.198036,14.535969,NULL,NULL,NULL,19.622156,0,0
2008-01-25 00:00:00,0.025431,0.197534,14.322343,NULL,NULL,NULL,19.627634,0,0
2008-01-25 01:00:00,0.02493,0.206064,14.123976,NULL,NULL,NULL,19.627634,0,0
2008-01-25 02:00:00,0.020414,0.204559,13.841684,NULL,NULL,NULL,19.633112,0,0
2008-01-25 03:00:00,0.023926,0.204559,13.521244,NULL,NULL,NULL,19.616678,0,0
2008-01-25 04:00:00,0.027439,0.207067,13.185546,NULL,NULL,NULL,19.622156,0,0
2008-01-25 05:00:00,0.022923,0.207569,12.857477,NULL,NULL,NULL,19.616678,0,0
2008-01-25 06:00:00,0.026937,0.206566,12.689628,NULL,NULL,NULL,19.622156,0,0
2008-01-25 07:00:00,0.022923,0.205562,12.643851,NULL,NULL,NULL,19.627634,0,0
2008-01-25 08:00:00,0.022923,0.208071,13.155028,NULL,NULL,NULL,19.627634,0,0
2008-01-25 09:00:00,0.024428,0.213088,13.7425,NULL,NULL,NULL,19.622156,0,0
2008-01-25 10:00:00,0.023424,0.224629,14.734337,NULL,NULL,NULL,19.616678,0,0
2008-01-25 11:00:00,0.026937,0.223124,15.741432,NULL,NULL,NULL,19.605722,0,0
2008-01-25 12:00:00,0.027439,0.208071,16.145796,NULL,NULL,NULL,19.594766,0,0
2008-01-25 13:00:00,0.026937,0.199039,16.138167,NULL,NULL,NULL,19.600244,0,0
2008-01-25 14:00:00,0.023424,0.212587,16.367052,NULL,NULL,NULL,19.600244,0,0
2008-01-25 15:00:00,0.023424,0.219611,16.580678,NULL,NULL,NULL,19.600244,0,0
2008-01-25 16:00:00,0.022421,0.186495,16.359422,NULL,NULL,NULL,19.616678,0,0
2008-01-25 17:00:00,0.026435,0.197534,16.023724,NULL,NULL,NULL,19.6112,0,0
2008-01-25 18:00:00,0.028944,0.19653,15.558324,NULL,NULL,NULL,19.6112,0,0
2008-01-25 19:00:00,0.026435,0.199541,14.886927,NULL,NULL,NULL,19.616678,0,0
2008-01-25 20:00:00,0.025933,0.198036,14.284195,NULL,NULL,NULL,19.6112,0,0
2008-01-25 21:00:00,0.029446,0.201046,14.131605,NULL,NULL,NULL,19.627634,0,0
2008-01-25 22:00:00,0.023926,0.200043,13.849313,NULL,NULL,NULL,19.616678,0,0
2008-01-25 23:00:00,0.027439,0.212085,13.475467,NULL,NULL,NULL,19.622156,0,0
2008-01-26 00:00:00,0.027439,0.199541,13.162657,NULL,NULL,NULL,19.622156,0,0
2008-01-26 01:00:00,0.022421,0.202552,12.826959,NULL,NULL,NULL,19.622156,0,0
2008-01-26 02:00:00,0.025933,0.201548,12.453113,NULL,NULL,NULL,19.616678,0,0
2008-01-26 03:00:00,0.025431,0.193018,12.094526,NULL,NULL,NULL,19.616678,0,0
2008-01-26 04:00:00,0.021919,0.201046,11.819863,NULL,NULL,NULL,19.616678,0,0
2008-01-26 05:00:00,0.024428,0.192015,11.529942,NULL,NULL,NULL,19.6112,0,0
2008-01-26 06:00:00,0.024428,0.196029,11.331575,NULL,NULL,NULL,19.605722,0,0
2008-01-26 07:00:00,0.028442,0.192015,11.537572,NULL,NULL,NULL,19.6112,0,0
2008-01-26 08:00:00,0.02493,0.19653,12.002972,NULL,NULL,NULL,19.616678,0,0
2008-01-26 09:00:00,0.025933,0.195025,12.506519,NULL,NULL,NULL,19.605722,0,0
2008-01-26 10:00:00,0.021919,0.218608,13.841684,NULL,NULL,NULL,19.605722,0,0
2008-01-26 11:00:00,0.025933,0.20205,15.192107,NULL,NULL,NULL,19.605722,0,0
2008-01-26 12:00:00,0.02794,0.201046,16.4052,NULL,NULL,NULL,19.594766,0,0
2008-01-26 13:00:00,0.026435,0.232155,17.282593,NULL,NULL,NULL,19.58381,0,0
2008-01-26 14:00:00,0.023424,0.189004,17.900584,NULL,NULL,NULL,19.589288,0,0
2008-01-26 15:00:00,0.02794,0.200545,18.221023,NULL,NULL,NULL,19.589288,0,0
2008-01-26 16:00:00,0.025431,0.17345,17.908213,NULL,NULL,NULL,19.600244,0,0
2008-01-26 17:00:00,0.023926,0.179973,17.351259,NULL,NULL,NULL,19.600244,0,0
2008-01-26 18:00:00,0.029947,0.177464,16.801934,NULL,NULL,NULL,19.600244,0,0
2008-01-26 19:00:00,0.031453,0.179471,16.298386,NULL,NULL,NULL,19.605722,0,0
2008-01-26 20:00:00,0.030951,0.182983,15.810098,NULL,NULL,NULL,19.600244,0,0
2008-01-26 21:00:00,0.029947,0.185994,15.237884,NULL,NULL,NULL,19.605722,0,0
2008-01-26 22:00:00,0.028944,0.185994,14.886927,NULL,NULL,NULL,19.616678,0,0
2008-01-26 23:00:00,0.020414,0.192516,14.345232,NULL,NULL,NULL,19.616678,0,0
2008-01-27 00:00:00,0.01941,0.195025,13.986645,NULL,NULL,NULL,19.6112,0,0
2008-01-27 01:00:00,0.030449,0.198537,13.612799,NULL,NULL,NULL,19.6112,0,0
2008-01-27 02:00:00,0.026435,0.186495,13.170287,NULL,NULL,NULL,19.605722,0,0
2008-01-27 03:00:00,0.021919,0.18499,12.849847,NULL,NULL,NULL,19.6112,0,0
2008-01-27 04:00:00,0.020916,0.193018,12.49889,NULL,NULL,NULL,19.6112,0,0
2008-01-27 05:00:00,0.028944,0.192516,12.140303,NULL,NULL,NULL,19.605722,0,0
2008-01-27 06:00:00,0.023926,0.195025,11.827493,NULL,NULL,NULL,19.600244,0,0
2008-01-27 07:00:00,0.019912,0.183485,12.056378,NULL,NULL,NULL,19.6112,0,0
2008-01-27 08:00:00,0.020916,0.192516,12.590444,NULL,NULL,NULL,19.605722,0,0
2008-01-27 09:00:00,0.025933,0.193018,13.185546,NULL,NULL,NULL,19.594766,0,0
2008-01-27 10:00:00,0.025933,0.194022,14.764855,NULL,NULL,NULL,19.600244,0,0
2008-01-27 11:00:00,0.034463,0.203053,16.298386,NULL,NULL,NULL,19.600244,0,0
2008-01-27 12:00:00,0.025431,0.198036,17.618292,NULL,NULL,NULL,19.578332,0,0
2008-01-27 13:00:00,0.023926,0.191513,18.709312,NULL,NULL,NULL,19.578332,0,0
2008-01-27 14:00:00,0.029446,0.17345,19.418856,NULL,NULL,NULL,19.578332,0,0
2008-01-27 15:00:00,0.030951,0.174453,19.868997,NULL,NULL,NULL,19.572854,0,0
2008-01-27 16:00:00,0.028944,0.175958,19.601965,NULL,NULL,NULL,19.578332,0,0
2008-01-27 17:00:00,0.030449,0.17345,19.144194,NULL,NULL,NULL,19.58381,0,0
2008-01-27 18:00:00,0.029446,0.17646,18.617758,NULL,NULL,NULL,19.589288,0,0
2008-01-27 19:00:00,0.023424,0.169937,18.022656,NULL,NULL,NULL,19.594766,0,0
2008-01-27 20:00:00,0.025431,0.177965,17.618292,NULL,NULL,NULL,19.594766,0,0
2008-01-27 21:00:00,0.023424,0.171443,17.198669,NULL,NULL,NULL,19.600244,0,0
2008-01-27 22:00:00,0.024428,0.186997,16.771416,NULL,NULL,NULL,19.600244,0,0
2008-01-27 23:00:00,0.026937,0.199039,16.450977,NULL,NULL,NULL,19.594766,0,0
2008-01-28 00:00:00,0.030449,0.190008,16.153426,NULL,NULL,NULL,19.594766,0,0
2008-01-28 01:00:00,0.01941,0.189506,15.787209,NULL,NULL,NULL,19.594766,0,0
2008-01-28 02:00:00,0.026435,0.193018,15.420993,NULL,NULL,NULL,19.600244,0,0
2008-01-28 03:00:00,0.024428,0.192015,15.039517,NULL,NULL,NULL,19.600244,0,0
2008-01-28 04:00:00,0.019912,0.190509,14.627523,NULL,NULL,NULL,19.600244,0,0
2008-01-28 05:00:00,0.022923,0.186997,14.162123,NULL,NULL,NULL,19.600244,0,0
2008-01-28 06:00:00,0.026435,0.185492,13.979015,NULL,NULL,NULL,19.605722,0,0
2008-01-28 07:00:00,0.025933,0.18499,14.024792,NULL,NULL,NULL,19.605722,0,0
2008-01-28 08:00:00,0.022923,0.182481,14.36812,NULL,NULL,NULL,19.605722,0,0
2008-01-28 09:00:00,0.023926,0.212085,14.734337,NULL,NULL,NULL,19.594766,0,0
2008-01-28 10:00:00,0.023424,0.215597,16.031353,NULL,NULL,NULL,19.58381,0,0
2008-01-28 11:00:00,0.022421,0.256239,17.206298,NULL,NULL,NULL,19.58381,0,0
2008-01-28 12:00:00,0.022421,0.215095,18.58724,NULL,NULL,NULL,19.578332,0,0
2008-01-28 13:00:00,0.028442,0.154885,19.579076,NULL,NULL,NULL,19.572854,0,0
2008-01-28 14:00:00,0.022923,0.159902,20.311509,NULL,NULL,NULL,19.572854,0,0
2008-01-28 15:00:00,0.026937,0.156892,20.593801,NULL,NULL,NULL,19.572854,0,0
2008-01-28 16:00:00,0.032958,0.150369,20.235214,NULL,NULL,NULL,19.567376,0,0
2008-01-28 17:00:00,0.025933,0.147358,19.571447,NULL,NULL,NULL,19.578332,0,0
2008-01-28 18:00:00,0.023424,0.154383,18.953456,NULL,NULL,NULL,19.578332,0,0
2008-01-28 19:00:00,0.02493,0.156892,18.373613,NULL,NULL,NULL,19.58381,0,0
2008-01-28 20:00:00,0.024428,0.154383,17.847177,NULL,NULL,NULL,19.58381,0,0
2008-01-28 21:00:00,0.030449,0.153379,17.404665,NULL,NULL,NULL,19.58381,0,0
2008-01-28 22:00:00,0.022421,0.15639,17.01556,NULL,NULL,NULL,19.600244,0,0
2008-01-28 23:00:00,0.028944,0.155386,16.374681,NULL,NULL,NULL,19.589288,0,0
2008-01-29 00:00:00,0.028944,0.167429,16.069501,NULL,NULL,NULL,19.589288,0,0
2008-01-29 01:00:00,0.027439,0.165422,15.489658,NULL,NULL,NULL,19.594766,0,0
2008-01-29 02:00:00,0.022923,0.161408,14.99374,NULL,NULL,NULL,19.589288,0,0
2008-01-29 03:00:00,0.025933,0.160404,14.543599,NULL,NULL,NULL,19.594766,0,0
2008-01-29 04:00:00,0.02493,0.163916,14.230789,NULL,NULL,NULL,19.594766,0,0
2008-01-29 05:00:00,0.02493,0.163415,13.956126,NULL,NULL,NULL,19.594766,0,0
2008-01-29 06:00:00,0.024428,0.1594,13.696723,NULL,NULL,NULL,19.600244,0,0
2008-01-29 07:00:00,0.027439,0.165923,13.43732,NULL,NULL,NULL,19.594766,0,0
2008-01-29 08:00:00,0.01941,0.171443,13.238952,NULL,NULL,NULL,19.594766,0,0
2008-01-29 09:00:00,0.023926,0.178467,13.422061,NULL,NULL,NULL,19.600244,0,0
2008-01-29 10:00:00,0.028442,0.163916,13.727241,NULL,NULL,NULL,19.594766,0,0
2008-01-29 11:00:00,0.02493,0.171944,13.948497,NULL,NULL,NULL,19.594766,0,0
2008-01-29 12:00:00,0.020916,0.179973,14.093458,NULL,NULL,NULL,19.594766,0,0
2008-01-29 13:00:00,0.025431,0.176962,14.406268,NULL,NULL,NULL,19.600244,0,0
2008-01-29 14:00:00,0.026937,0.177464,14.810632,NULL,NULL,NULL,19.594766,0,0
2008-01-29 15:00:00,0.022923,0.170941,14.970851,NULL,NULL,NULL,19.600244,0,0
2008-01-29 16:00:00,0.026435,0.164418,14.84115,NULL,NULL,NULL,19.600244,0,0
2008-01-29 17:00:00,0.022421,0.16793,14.444415,NULL,NULL,NULL,19.600244,0,0
2008-01-29 18:00:00,0.03346,0.16793,14.261307,NULL,NULL,NULL,19.605722,0,0
